# h                    #cell      L2_error           #iteration      condition_number     assemble[s]            solve[s]
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.251940962910000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.759103842320000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.237694235860000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.242869116790000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.252968192910000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.255039784590000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.232079969650000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.317653677190000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.238797605890000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.246510168620000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.284801274240000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.290275189320000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.955310865720000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.959732853160000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  5.009703164960000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.971194492330000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.954074712400000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.949832339980000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.742990412530000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  8.415158304683000e+03
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.607182806300000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.602310714040000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.602408541160000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.607656431410000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.600914404160000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.605658539600000e+02
3.125000000000000e-02  3443619  1.976262583364986e-323  1545  9.622747413952857e+04  5.650153884980000e+02  4.605613429630000e+02
