# h                    #cell      L2_error           #iteration      condition_number     assemble[s]            solve[s]
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  3.214580387000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.379836251000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.339611237000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.282199102000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.242757283000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.224454286000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.238968750000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.227648851000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.219045088000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.257783537000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.226095911000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.224800455000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.229380767000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.211257789000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  17  3.580706600187176e+00  9.757434875000000e+00  4.210913007000000e+00

8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.267872067200000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.280430639000000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.273705145500000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.279452442600000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.274079592700000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.271256917100000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.279166128700000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.277862859700000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.273327311700000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.277053050900000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  21  5.080174955033370e+00  3.432191967300000e+01  1.273524747300000e+01
